Text1,Text2,Type,Lang,Scores,e5_mean
"Hey, guys, um, there's pizza in there if you want some.","if you want, there's pizza inside.",train,eng,0.9,0.952507734298706
It is just not what I am interested in.,it's just not my cup of tea,train,eng,0.88,0.9282088875770569
"To retrieve lines, I suggest you go to www.rapbattles.com.",go to www.rapbattles.com that is a good website to get lines,train,eng,0.88,0.9565306901931763
"Rachel, on the other hand... I don't know.","on the other side, I'm not so sure about Rachel.",train,eng,0.88,0.9452530145645142
"People may engage in oral sex as part of foreplay before sexual intercourse , or during or following intercourse .","Sometimes oral sex is performed as a way of getting ready for intercourse , but it may be done as an alternative to intercourse .",train,eng,0.88,0.9429066777229309
Who's to say it could not be bought by someone else?,who knows that someone else hasn't bought it?,train,eng,0.88,0.9294087290763855
"Just say, ""I just want to now! Do you like me as a friend, or something more?",just say i just want to now!Do u like me as a friend or something more?,train,eng,0.88,0.9774877429008484
Frank Gardiner An Australia bushranger of the 19th century .,Frank Gardiner was a famous Australian bushranger .,train,eng,0.88,0.9350289702415466
"He's had a heart attack... fairly minor, but a heart attack nevertheless.","it was small, but it was a heart attack.",train,eng,0.88,0.9537831544876099
"Excuse me, but perhaps you misunderstand me.","I'm sorry, but I don't think you understood me.",train,eng,0.88,0.9507806301116943
"The devil's going to rip you a new lifestyle every time, lol.",":) The devil's going to rip you a new lifestyle, everytime.",train,eng,0.88,0.9790028929710388
that's my two cents any way.,But that is just my two cents!,train,eng,0.88,0.9424077868461609
Is your girlfriend there permanently?,But is your girlfriend there to stay?,train,eng,0.88,0.9473710060119629
Non-inferiority to sevelamer carbonate was determined at week 12.,"in week 12, non-inferiority was found against sevelamer-carbonate.",train,eng,0.88,0.9762199521064758
There is nothing good about seeing people die.,there is nothing cool in seeing people dying.,train,eng,0.88,0.9676374793052673
The population was 641 at the 2000 census .,"In 2000 , 641 lived there .",train,eng,0.88,0.9535702466964722
That does not sound to me like what she would do if she had utterly deserted me.,I don't think that's what she'd do if she wanted to leave me altogether.,train,eng,0.88,0.9453313946723938
How should I get recognized?,how the heck should i get recognized?,train,eng,0.88,0.9686240553855896
Andrea is independently wealthy due to a fat divorce settlement.,"after the divorce settlement, Andrea is independent and rich.",train,eng,0.88,0.9675822257995605
"Additionally, be sure not to apply it too heavily. That is where many people make an error - by adding too much yeast.","Oh, and don't absolutely slather it on...thats where lots of people make their mistake...too much yeast!",train,eng,0.88,0.9341719746589661
A small white dog climbs over a log.,a small dog steps onto a log.,train,eng,0.88,0.9424213767051697
"I recommend that you and three friends who are women book an on-line cruise, because you will enjoy it.",So go get 3 of your best gal pals get on line and book a cruise...you will love it!,train,eng,0.88,0.9329169988632202
"Suddenly, the interference eased off, and a voice could be heard above the noise.","all of a sudden the noise dropped, and everyone heard a human voice.",train,eng,0.88,0.9235057234764099
"He is a multi-instrumentalist and plays bass , guitar , keyboards , and sings .","He can play bass , guitar , keyboards , and can sing .",train,eng,0.88,0.9604266285896301
the united states government and other nato members have refused to ratify the amended treaty until officials in moscow withdraw troops from the former soviet republics of moldova and georgia.,the united states and other nato members have refused ratify the amended treaty until russia completely withdraws from moldova and georgia.,train,eng,0.88,0.9826328754425049
"December to Dismember was a professional wrestling event that took place on December 9 , 1995 at the ECW Arena in Philadelphia , Pennsylvania .",December to Dismember was a professional wrestling event first held by the original Extreme Championship Wrestling in 1995 as a non-televised supercard .,train,eng,0.88,0.9045745134353638
It suddenly hit me just how wrong this was.,I was suddenly thinking how bad it was.,train,eng,0.88,0.9419640898704529
"However, that had already been said.",But that had already been said.,train,eng,0.88,0.9963592290878296
This format was adopted by European circuses at the turn of the 20th century .,During most of the 20th century this is what circuses were mostly like .,train,eng,0.88,0.9111071825027466
"Since 2003 , Red Hat has discontinued the Red Hat Linux line in favor of Red Hat Enterprise Linux for enterprise environments .",Red Hat then decided to discontinue a future release of Red Hat Linux and started the paid Red Hat Enterprise Linux instead .,train,eng,0.88,0.9188011884689331
"And now that you're together, it's just so great.",it's great that you guys are together.,train,eng,0.88,0.9163158535957336
"Though at $300 an hour,they don't come cheap.","they pay them 300 bucks an hour, they're not the cheapest.",train,eng,0.88,0.9510754346847534
"A boarding school is when the pupils sleep , eat and work in or near the school grounds .",A boarding school is a school where the students live and sleep at the school while going to their classes .,train,eng,0.88,0.9515607953071594
A woman is eating fish at a restaurant.,A woman eating a large fish in a restaurant.,train,eng,0.88,0.9724198579788208
Glove box is the first place they check.,they look in the glove compartment first.,train,eng,0.88,0.9615658521652222
"Similarly , katakana is usually used for country names , foreign places , and personal names .","Katakana is used to write words which have been borrowed from other languages , or to write foreign names and names of countries .",train,eng,0.88,0.9170176386833191
It was something my husband and I talked about.,we have often talked about such things with my husband.,train,eng,0.88,0.9417666792869568
putin stated that the russian government could withdraw from the treaty altogether if western nations refuse to ratify the amended treaty.,putin stated that russia could discard the treaty entirely if western nations refuse to ratify its amended version.,train,eng,0.88,0.9791147708892822
A strut bar is designed to reduce this strut tower flex by tying two parallel strut towers together .,A strut bar or strut brace is to prevent body roll by bracing the top of the strut towers together .,train,eng,0.88,0.9021802544593811
'Trayvon could have been me',Trayvon Martin could have been ...,train,eng,0.88,0.9137334227561951
We are not boring. Trust me.,: ) We're not boring...trust me.,train,eng,0.88,0.9520558714866638
The Wyngari are suffering a food shortage on their world.,the Wyngar world is suffering from a lack of food.,train,eng,0.88,0.9708014130592346
Perdita is an inner satellite of Uranus .,Perdita is a closer moon to Uranus .,train,eng,0.88,0.9384389519691467
Belinda is an inner satellite of the planet Uranus .,Belinda is a closer moon to Uranus .,train,eng,0.88,0.9396457076072693
It was a good story.,i thought it was a good story.,train,eng,0.88,0.9647520184516907
Allsvenskan is the highest league in the league system of Swedish football .,Allsvenskan is a football league which is top division in Sweden .,train,eng,0.88,0.9622808694839478
The Buzz on Maggie is the second Disney Channel Original Series to be canceled after one season .,The Buzz on Maggie is a Disney Channel television series about a fly named Maggie .,train,eng,0.88,0.8866141438484192
It's just my friend Brit and I have this highly competitive relationship.,"Jen, I've got a very competitive relationship with my friend Brit.",train,eng,0.88,0.9589634537696838
The movie that I saw earlier is quiet weird at first but then it got funnier toward the middle.,I just saw that movie today is kinda weir at first than it gets funny towards the middle,train,eng,0.88,0.9332114458084106
I am making a big personal sacrifice to give you this information.,"by giving you the information, I'm taking a considerable personal sacrifice.",train,eng,0.88,0.9764813184738159
Mall attackers used 'less is more' strategy,"In Kenya, attackers used 'less is more' strategy",train,eng,0.88,0.9349657297134399
Stocks close 0.39% higher,Stocks close 2.47% higher,train,eng,0.88,0.9379055500030518
For more details please refer to the Guidelines for applicants.,further details can be found in the guidance for the applicant.,train,eng,0.88,0.9478925466537476
The mess is between the two of them.,"after all, the mess is between the two of them.",train,eng,0.88,0.9675567746162415
"Ireland , described as the Republic of Ireland , is a country in northwestern Europe .",The country is sometimes called the Republic of Ireland but Ireland is its official name .,train,eng,0.88,0.8950072526931763
Opium is the dried latex obtained from opium poppies .,Opium is a narcotic resin produced from opium poppies .,train,eng,0.88,0.9360224008560181
Hold her neck with soft hands and kiss her on the back of her ear?,"Hold hands, snuggle, give her kisses, and hug her tightly.",train,eng,0.88,0.9182963371276855
Put the truck in reverse a little bit.,Back up the truck a bit.,train,eng,0.88,0.9569610357284546
Mick Thomson was brought in to fill the open position on guitar .,Mick Thomson then joined the band to be the new guitarist .,train,eng,0.88,0.9560070037841797
The police there had a near miss with Escanso last night.,police yesterday narrowly missed the Escansa.,train,eng,0.88,0.9473406076431274
"The Institute for Supply Management's index of nonmanufacturing activity rose unexpectedly in April, reports said.",The Institute for Supply Management said its index of non-manufacturing activity rose to 50.7 from 47.9 in March.,train,eng,0.88,0.9333751201629639
"I enjoyed this second installment of the Love At Stake series, maybe a little more than the first.",The second book in the Love at Stake series is hugely entertaining and so much fun!,train,eng,0.88,0.9142744541168213
