Text1,Text2,Type,Lang,Scores
'Trayvon could have been me',Trayvon Martin could have been ...,train,eng,0.88
We are not boring. Trust me.,: ) We're not boring...trust me.,train,eng,0.88
The Wyngari are suffering a food shortage on their world.,the Wyngar world is suffering from a lack of food.,train,eng,0.88
Perdita is an inner satellite of Uranus .,Perdita is a closer moon to Uranus .,train,eng,0.88
Belinda is an inner satellite of the planet Uranus .,Belinda is a closer moon to Uranus .,train,eng,0.88
It was a good story.,i thought it was a good story.,train,eng,0.88
Allsvenskan is the highest league in the league system of Swedish football .,Allsvenskan is a football league which is top division in Sweden .,train,eng,0.88
The Buzz on Maggie is the second Disney Channel Original Series to be canceled after one season .,The Buzz on Maggie is a Disney Channel television series about a fly named Maggie .,train,eng,0.88
It's just my friend Brit and I have this highly competitive relationship.,"Jen, I've got a very competitive relationship with my friend Brit.",train,eng,0.88
The movie that I saw earlier is quiet weird at first but then it got funnier toward the middle.,I just saw that movie today is kinda weir at first than it gets funny towards the middle,train,eng,0.88
I am making a big personal sacrifice to give you this information.,"by giving you the information, I'm taking a considerable personal sacrifice.",train,eng,0.88
Mall attackers used 'less is more' strategy,"In Kenya, attackers used 'less is more' strategy",train,eng,0.88
Stocks close 0.39% higher,Stocks close 2.47% higher,train,eng,0.88
For more details please refer to the Guidelines for applicants.,further details can be found in the guidance for the applicant.,train,eng,0.88
The mess is between the two of them.,"after all, the mess is between the two of them.",train,eng,0.88
"Ireland , described as the Republic of Ireland , is a country in northwestern Europe .",The country is sometimes called the Republic of Ireland but Ireland is its official name .,train,eng,0.88
Opium is the dried latex obtained from opium poppies .,Opium is a narcotic resin produced from opium poppies .,train,eng,0.88
Hold her neck with soft hands and kiss her on the back of her ear?,"Hold hands, snuggle, give her kisses, and hug her tightly.",train,eng,0.88
Put the truck in reverse a little bit.,Back up the truck a bit.,train,eng,0.88
Mick Thomson was brought in to fill the open position on guitar .,Mick Thomson then joined the band to be the new guitarist .,train,eng,0.88
The police there had a near miss with Escanso last night.,police yesterday narrowly missed the Escansa.,train,eng,0.88
"The Institute for Supply Management's index of nonmanufacturing activity rose unexpectedly in April, reports said.",The Institute for Supply Management said its index of non-manufacturing activity rose to 50.7 from 47.9 in March.,train,eng,0.88
"I enjoyed this second installment of the Love At Stake series, maybe a little more than the first.",The second book in the Love at Stake series is hugely entertaining and so much fun!,train,eng,0.88
"All right, well, how do you feel about the Navy?","okay, so what are your feelings for the Navy?",train,eng,0.88
I need more help buddy.,Hmm... need more help there buddy.,train,eng,0.88
A music stand is a device that holds sheet music in a position that allows the performer to read it while performing .,A music stand is something musicians can use to put sheet music on when they are performing .,train,eng,0.88
"The woman felt threatened and went to the magistrate's office, police said.",The woman reported that she felt threatened and obtained a warrant for Stackhouse's arrest from the local magistrate's office.,train,eng,0.88
"he's a tribal leader of the lbs, Captain.","Captain, this man is the lbo tribal leader.",train,eng,0.88
"Sometimes, you may stay hard for too long.",sometimes u will stay hard for to long.,train,eng,0.88
"You figure this out all by yourself, did you?",did you find all this on your own?,train,eng,0.88
The following names will be used for named storms that form in the North Atlantic in 2010 .,These are the names that may get used in the 2010 Atlantic hurricane season .,train,eng,0.88
Stay calm and things should go smoothly,just stay calm about it and hopefully everything will go smoothly.,train,eng,0.88
"Lenzburg has a total workforce of around 6,000 .","About 6,000 people work in Lenzburg .",train,eng,0.88
"There is no blood relation, so it is not like he is your blood brother.",well theres no blood relation so no its nto like he is your blood brother,train,eng,0.88
"Judy's alone on Saturday, let's make sure Judy comes.","Judy is on Saturday alone, we have to get Judy to come.",train,eng,0.88
The gang is widely known for its rivalry with the Crips .,"They are rivals with the Crips , another street gang .",train,eng,0.88
"As of 2000 its population was 500,265 .","New Castle County had 500,265 people in 2000 .",train,eng,0.88
It is great! Take a look at my question.,it rocks take a look at my question,train,eng,0.88
"So that's a million, and that's a million, and I'll get a calculator out for this one right here.","this is a million, and so is this, for an exact calculation to take out my calculator.",train,eng,0.88
Another awesomely funny tale from Molly Harper.,This is another wickedly amusing paranormal romance by Molly Harper.,train,eng,0.88
I cannot wait to read the next book!,I cannot wait to read the second book!!,train,eng,0.88
This is one of my new favorite series.,Definitely one of my new favourite series!,train,eng,0.88
The work is composed of 114 sayings .,There are 114 sayings in the text .,train,eng,0.88
"Once a man is unfaithful, they will always be unfaithful.","Once a cheater, always a cheater.",train,eng,0.88
Desdemona is an inner satellite of Uranus .,Desdemona is a closer moon to Uranus .,train,eng,0.88
"He is a great player, though I am a Lions fan and prefer Brett Favre.",He is a dream player...I am a Lions fan and OMG give us Brett Favre!,train,eng,0.88
Sake is also referred to in English as rice wine .,Sake is also called `` rice wine '' .,train,eng,0.88
well u can try some p2p softwares like limewire .,use some good p2p softwares like warez or limewire,train,eng,0.88
"Brother, that is the sound of you being amazing!","Brother, that is the sound of YOU ROCKING!",train,eng,0.88
The baby laughed in his car seat.,A baby is laughing.,train,eng,0.88
If the first question is answered in the affirmative:,If the answer to Question 1 is in the affirmative:,train,eng,0.88
"Defibrillation is the definitive treatment for the life-threatening cardiac arrhythmias , ventricular fibrillation and pulseless ventricular tachycardia .",Defibrillation is the act of defibrillating the heart to try treat ventricular fibrillation or pulseless ventricular tachycardia .,train,eng,0.88
"The population was 4,871 at the 2000 census .","In 2000 , 4,871 people lived there .",train,eng,0.87
"Telemarketers who call numbers on the list after Oct. 1 could face fines of up to $11,000 per call.","Under the law, telemarketers who call numbers on the list can be fined up to $11,000 for each violation.",train,eng,0.87
Possibly it is similar to flying - you throw yourself at the ground and miss.,Maybe it's like flying...you throw yourself at the ground and miss.,train,eng,0.87
"That made perfect sense, from a legal perspective.","in legal terms, it makes perfect sense.",train,eng,0.87
"On the left side, below the big squares, I wish you luck.","(left side, below the big squares) *Good Luck*",train,eng,0.87
I missed it as well because I was working.,"I was working, so I missed it too.",train,eng,0.87
"If he does not respond accordingly, continue to pursue someone else.","if he doesnt respond well then so what, you can find someone else",train,eng,0.87
"Im very proud of the citizens of this state, said Gov. John Baldacci, a casino foe.","Im very proud of the citizens of this state,"" Gov. John Baldacci said after votes from Tuesdays referendum were counted.",train,eng,0.87
I can let your imagination fill in the rest.,and I'll leave the rest to your imagination.,train,eng,0.84
The president of your country is going to be murdered in 24 hours.,within 24 hours he will assassinate your president.,train,eng,0.84
"The basis of Journalism 101 taught on the first day is ""if it bleeds, it leads,"" which is unfortunately true.","journalism 101--first day if it bleeds, it leads sad, but true",train,eng,0.84
"No, of course not, but if your husband or wife caught you then it is.","No ofcourse, But if your husband/wife caught you then it is.. lol",train,eng,0.84
